ObjectID,GlobalID,What type of litter bin?,What is it's condition?,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
122,aa4d3940-d7db-48c4-9d3d-84855b1a28c0,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7024062905537,38.229533605226
123,3a16d758-387e-47e5-9303-dab5a203d200,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.703063092337,38.229881054556
124,5e10455a-d12b-40f3-9b02-9ab1323f945c,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7043903787487,38.230636278203
125,ff379df0-5a15-4881-b482-591bf90cbf53,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7055596482593,38.231240742802
126,92492709-599b-4505-bccb-0918fd746b4b,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7060107271506,38.2313308777756
127,fdad19ad-450c-4d16-9bfa-7c802a95a319,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7067848724578,38.2314013541565
128,ef3ff218-0ba6-4e01-8fbf-c6b3727ac8b4,iron,useable,7eedfbbb-ec6f-44ae-a22a-26f1268447fc,6/11/2017 6:40:40 PM,,6/11/2017 6:40:40 PM,,-85.7074131307262,38.2316355934442
129,3e50841e-ec3d-4164-a28c-de356b764ed6,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7207775861823,38.2266019424779
130,47dd65b1-0a87-4fda-a6d3-595bc8a1562f,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7271338926162,38.234780274868
131,5cf0539d-d622-4189-b6f4-fcf04da0a61c,mushroom,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7273672708177,38.2356896018965
132,573b79b9-14f0-4302-91a8-d6712fbe6510,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7274895529138,38.2357167054536
133,d118b651-c591-4a31-b397-1e9843b8fc43,wire,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.727537171995,38.2358332258074
134,e20b45ad-d1ae-4325-b09e-56c02adfeb10,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7293282170647,38.237843457645
135,e620487a-dd5e-4869-a9ed-4cd583778115,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7309196052009,38.2398063736393
136,a6f7e8f9-1ba8-4175-b0dd-0e6b7e22e4dc,iron,useable,5e96785f-ec7e-4461-9894-0cfa34d5dc18,6/28/2017 12:32:54 AM,,6/28/2017 12:32:54 AM,,-85.7310289890372,38.2402085373534
137,d429356f-592a-4c5b-ba3a-a8d123c143d4,iron,useable,0fe314ee-12f0-471c-89f4-5b1a2750105d,6/29/2017 8:11:18 PM,,6/29/2017 8:11:18 PM,,-85.7016200356358,38.2136207538097
138,a97a2ac5-9460-407a-a788-506c7bb169dd,wire,useable,0fe314ee-12f0-471c-89f4-5b1a2750105d,6/29/2017 8:11:18 PM,,6/29/2017 8:11:18 PM,,-85.7064084520008,38.2165641447785
139,eef9bf4e-03a7-45ca-99a0-10c0df0d1966,wire,useable,0fe314ee-12f0-471c-89f4-5b1a2750105d,6/29/2017 8:11:18 PM,,6/29/2017 8:11:18 PM,,-85.7096873373196,38.2202311535871
140,9a50efe0-2bda-4150-969c-92d1aa01222f,wire,useable,0fe314ee-12f0-471c-89f4-5b1a2750105d,6/29/2017 8:11:18 PM,,6/29/2017 8:11:18 PM,,-85.7148533291457,38.2287792494593
141,0059f8a2-cd6d-4b3a-8444-95c8fc240c5f,wire,useable,48bbc906-92f2-4ede-b734-4e30965cffb3,6/29/2017 8:41:29 PM,,6/29/2017 8:41:29 PM,,-85.7147109562404,38.2286942970227
142,306d5fc1-d2b0-40c5-99f1-dee15ebe5b17,wire,useable,48bbc906-92f2-4ede-b734-4e30965cffb3,6/29/2017 8:41:29 PM,,6/29/2017 8:41:29 PM,,-85.7093598599788,38.2197698166551
143,bb09809e-242c-43f5-96eb-6d0856fcb554,wire,useable,48bbc906-92f2-4ede-b734-4e30965cffb3,6/29/2017 8:41:29 PM,,6/29/2017 8:41:29 PM,,-85.7064286949417,38.2166213406121
144,bb24935e-062d-44d3-ac62-3fe16f05b2f0,iron,useable,48bbc906-92f2-4ede-b734-4e30965cffb3,6/29/2017 8:41:29 PM,,6/29/2017 8:41:29 PM,,-85.7016300866945,38.2136528810836
